year,life
1990,75.7
1990,76.55
1990,76.25
1990,75.9
1990,75.85
1990,75.95
1990,76.5
1990,75.2
1990,75.5
1990,75.2
1990,75.3
1990,75.25
1990,75.35
1990,74.8
1990,76.5
1990,74.4
1990,74.6
1990,75.45
1990,75.85
1990,68.1
1990,75.15
1990,74.1
1990,76.0
1990,74.6
1990,74.15
1990,73.15
1990,76.25
1990,75.3
1990,75.7
1990,77.6
1990,74.1
1990,78.3
1990,73.55
1990,75.8
1990,72.25
1990,75.1
1990,75.55
1990,75.55
1990,73.1
1990,73.95
1990,76.15
1990,76.75
1990,76.15
1990,76.2
1990,76.7
1990,76.4
1990,75.8
1990,75.25
1990,76.85
1990,77.05
1990,76.75
1990,77.2
1990,76.1
1990,73.05
1990,76.3
1990,74.65
1990,74.95
1990,74.6
1990,76.5
1990,75.85
1990,75.6
1990,74.7
1990,75.65
1990,76.25
1990,75.65
1990,75.6
1990,74.35
1990,75.15
1990,74.05
1990,74.95
1990,75.65
1990,75.7
1990,76.2
1990,73.85
1990,76.9
1990,75.15
1990,75.9
1990,76.4
1990,76.45
1990,75.45
1990,73.5
1990,74.65
1990,75.5
1990,76.9
1990,75.4
1990,75.65
1990,75.65
1990,75.9
1990,75.8
1990,75.55
1990,75.1
1990,75.65
1990,76.2
1990,75.05
1990,76.15
1990,75.55
1990,76.35
1990,75.65
1990,74.4
1990,75.25
1990,77.45
1990,75.65
1990,76.25
1990,74.65
1990,74.65
1990,76.1
1990,75.3
1990,76.35
1990,75.4
1990,75.7
1990,75.85
1990,77.3
1990,75.3
1990,75.2
1990,75.2
1990,75.3
1990,74.75
1990,75.2
1990,76.65
1990,74.8
1990,74.0
1990,75.5
1990,74.4
1990,74.95
1990,75.65
1990,78.2
1990,75.3
1990,75.05
1990,74.2
1990,75.1
1990,74.6
1990,75.4
1990,75.0
1990,74.95
1990,75.35
1990,74.7
1990,76.75
1990,71.3
1990,75.25
1990,77.15
1990,76.0
1990,77.15
1990,76.5
1990,76.2
1990,76.3
1990,76.95
1990,77.7
1990,77.35
1990,75.65
1990,77.7
1990,75.5
1990,77.0
1990,76.6
1990,77.95
1990,76.5
1990,76.7
1990,77.5
1990,76.4
1990,77.95
1990,76.8
1990,77.8
1990,77.45
1990,76.95
1990,77.15
1990,76.9
1990,77.85
1990,77.05
1990,76.45
1990,76.4
1990,76.85
1990,75.95
1990,78.0
1990,75.8
1990,77.6
1990,76.2
1990,75.65
1990,76.95
1990,76.7
1990,75.65
1990,76.9
1990,76.8
1990,77.2
1990,76.5
1990,76.2
1990,77.7
1990,77.3
1990,77.0
1990,76.4
1990,77.05
1990,78.0
1990,77.9
1990,77.65
1990,78.0
1990,76.5
1990,78.6
1990,77.85
1990,76.5
1990,75.9
1990,76.8
1990,76.4
1990,77.55
1990,76.7
1990,76.4
1990,77.45
1990,76.9
1990,77.35
1990,77.9
1990,76.25
1990,77.35
1990,76.45
1990,76.35
1990,75.9
1990,79.05
1990,77.85
1990,77.55
1990,77.0
1990,76.7
1990,76.95
1990,76.85
1990,76.4
1990,77.15
1990,77.55
1990,77.5
1990,77.85
1990,77.2
1990,76.9
1990,77.45
1990,72.55
1990,71.85
1990,74.05
1990,71.9
1990,73.2
1990,72.85
1990,69.85
1990,73.0
1990,73.05
1990,72.25
1990,73.5
1990,70.45
1990,72.95
1990,72.05
1990,70.5
1990,71.55
1990,72.4
1990,74.6
1990,71.5
1990,71.85
1990,72.2
1990,72.7
1990,72.1
1990,74.05
1990,73.0
1990,72.9
1990,68.7
1990,68.8
1990,71.15
1990,73.8
1990,74.05
1990,72.5
1990,70.45
1990,71.95
1990,72.95
1990,71.75
1990,74.25
1990,74.8
1990,72.8
1990,71.95
1990,71.45
1990,72.55
1990,70.0
1990,73.45
1990,73.55
1990,73.3
1990,71.75
1990,70.75
1990,72.4
1990,73.05
1990,71.75
1990,72.95
1990,71.75
1990,74.3
1990,71.5
1990,72.75
1990,72.7
1990,71.35
1990,74.15
1990,73.75
1990,69.85
1990,74.3
1990,71.4
1990,68.8
1990,71.55
1990,73.3
1990,72.2
1990,70.3
1990,70.85
1990,73.2
1990,72.85
1990,73.15
1990,69.85
1990,73.9
1990,72.6
1990,72.7
1990,70.45
1990,72.25
1990,73.5
1990,71.9
1990,72.8
1990,70.85
1990,71.15
1990,74.8
1990,75.6
1990,76.65
1990,76.55
1990,75.45
1990,75.5
1990,75.4
1990,74.7
1990,74.6
1990,73.95
1990,76.05
1990,74.2
1990,72.75
1990,75.8
1990,75.65
1990,76.4
1990,76.35
1990,75.8
1990,73.05
1990,75.8
1990,75.4
1990,75.6
1990,76.45
1990,75.6
1990,76.1
1990,75.35
1990,75.9
1990,75.65
1990,74.75
1990,75.8
1990,75.1
1990,76.0
1990,76.65
1990,74.2
1990,75.7
1990,71.95
1990,74.65
1990,75.15
1990,76.0
1990,75.6
1990,74.75
1990,76.0
1990,74.55
1990,75.25
1990,76.55
1990,75.6
1990,74.3
1990,73.05
1990,73.8
1990,74.15
1990,75.0
1990,76.7
1990,75.8
1990,74.65
1990,75.15
1990,75.15
1990,75.6
1990,74.6
1990,75.25
1990,75.25
1990,75.8
1990,73.95
1990,76.0
1990,74.75
1990,74.45
1990,75.6
1990,74.95
1990,71.8
1990,75.65
1990,76.25
1990,75.15
1990,75.05
1990,71.8
1990,75.35
1990,76.55
1990,74.6
1990,76.0
1990,75.7
1990,70.85
1990,75.7
1990,75.15
1990,74.45
1990,74.4
1990,76.5
1990,75.8
1990,73.4
1990,75.6
1990,76.25
1990,75.15
1990,75.2
1990,73.05
1990,72.75
1990,74.75
1990,75.6
1990,75.6
1990,73.9
1990,74.6
1990,75.8
1990,76.85
1990,75.25
1990,73.5
1990,75.7
1990,76.65
1990,69.35
1990,73.95
1990,76.5
1990,74.75
1990,75.95
1990,75.1
1990,74.5
1990,76.05
1990,73.05
1990,73.95
1990,75.3
1990,76.0
1990,75.05
1990,76.0
1990,74.85
1990,74.4
1990,75.1
1990,75.9
1990,74.4
1990,76.1
1990,76.0
1990,75.1
1990,76.1
1990,74.1
1990,76.5
1990,74.85
1990,76.45
1990,76.4
1990,75.8
1990,78.2
1990,76.45
1990,75.1
1990,76.6
1990,75.8
1990,75.85
1990,75.9
1990,76.0
1990,75.85
1990,75.9
1990,75.85
1990,75.25
1990,75.0
1990,76.45
1990,75.9
1990,76.55
1990,76.55
1990,76.6
1990,78.2
1990,76.1
1990,76.4
1990,75.1
1990,76.1
1990,75.8
1990,76.45
1990,77.15
1990,76.5
1990,74.1
1990,76.1
1990,75.25
1990,74.1
1990,75.0
1990,76.6
1990,76.6
1990,75.1
1990,75.85
1990,76.1
1990,76.45
1990,76.6
1990,76.45
1990,76.1
1990,76.35
1990,76.75
1990,76.75
1990,76.45
1990,76.2
1990,76.9
1990,77.0
1990,76.6
1990,77.0
1990,76.9
1990,76.95
1990,74.55
1990,76.7
1990,76.05
1990,77.05
1990,76.45
1990,76.9
1990,76.2
1990,76.5
1990,76.7
1990,77.15
1990,76.9
1990,75.9
1990,76.6
1990,76.55
1990,76.45
1990,75.9
1990,76.85
1990,75.4
1990,76.45
1990,76.5
1990,76.3
1990,76.85
1990,76.3
1990,75.85
1990,76.45
1990,77.15
1990,76.55
1990,76.45
1990,77.15
1990,76.05
1990,76.7
1990,76.3
1990,76.45
1990,76.85
1990,77.0
1990,76.45
1990,77.15
1990,76.5
1990,76.6
1990,76.3
1990,76.45
1990,77.0
1990,76.2
1990,76.75
1990,77.05
1990,76.45
1990,76.45
1990,76.9
1990,76.1
1990,76.45
1990,77.0
1990,75.75
1990,77.0
1990,76.6
1990,76.75
1990,75.8
1990,76.6
1990,76.45
1990,76.55
1990,76.75
1990,76.95
1990,76.7
1990,76.85
1990,76.6
1990,77.0
1990,77.3
1990,76.55
1990,76.5
1990,75.75
1990,77.1
1990,75.75
1990,77.15
1990,76.6
1990,77.15
1990,76.5
1990,76.9
1990,74.55
1990,77.15
1990,77.25
1990,77.05
1990,76.75
1990,77.15
1990,77.3
1990,74.2
1990,74.5
1990,74.1
1990,73.9
1990,76.95
1990,74.25
1990,73.65
1990,73.9
1990,74.2
1990,73.9
1990,73.9
1990,74.35
1990,73.65
1990,73.65
1990,74.2
1990,74.35
1990,74.9
1990,73.9
1990,76.2
1990,75.15
1990,75.85
1990,76.05
1990,74.9
1990,76.0
1990,76.45
1990,76.15
1990,76.5
1990,76.35
1990,75.4
1990,74.95
1990,73.65
1990,77.25
1990,75.9
1990,74.05
1990,74.8
1990,73.85
1990,70.9
1990,74.85
1990,72.7
1990,77.6
1990,74.65
1990,75.85
1990,75.7
1990,77.3
1990,76.1
1990,74.4
1990,74.2
1990,77.4
1990,76.0
1990,75.25
1990,75.6
1990,75.5
1990,76.2
1990,74.25
1990,74.55
1990,74.2
1990,76.15
1990,75.75
1990,74.9
1990,76.9
1990,74.4
1990,75.3
1990,74.9
1990,76.15
1990,74.2
1990,74.5
1990,76.4
1990,77.65
1990,74.2
1990,71.3
1990,76.35
1990,75.4
1990,74.9
1990,73.7
1990,75.8
1990,74.25
1990,74.65
1990,76.3
1990,76.8
1990,74.25
1990,75.4
1990,76.35
1990,75.95
1990,76.15
1990,74.85
1990,74.2
1990,75.75
1990,75.95
1990,69.2
1990,76.05
1990,75.2
1990,75.35
1990,75.9
1990,75.3
1990,75.1
1990,75.55
1990,75.85
1990,75.2
1990,75.25
1990,75.7
1990,74.7
1990,74.6
1990,74.1
1990,75.4
1990,76.0
1990,74.95
1990,74.6
1990,76.25
1990,75.0
1990,71.25
1990,75.75
1990,76.0
1990,75.85
1990,76.5
1990,75.65
1990,76.65
1990,71.6
1990,75.25
1990,75.4
1990,76.05
1990,76.05
1990,74.95
1990,75.15
1990,74.65
1990,76.2
1990,76.25
1990,74.65
1990,75.35
1990,74.1
1990,76.25
1990,76.55
1990,75.95
1990,75.9
1990,75.5
1990,75.8
1990,74.8
1990,75.35
1990,75.4
1990,72.9
1990,76.25
1990,76.9
1990,75.25
1990,75.65
1990,75.1
1990,75.65
1990,76.65
1990,75.2
1990,76.2
1990,73.95
1990,74.45
1990,75.1
1990,75.6
1990,71.6
1990,75.6
1990,74.8
1990,72.85
1990,70.6
1990,70.85
1990,74.6
1990,75.15
1990,74.5
1990,74.9
1990,74.35
1990,72.95
1990,74.75
1990,73.05
1990,74.3
1990,74.9
1990,76.15
1990,73.3
1990,76.15
1990,73.15
1990,70.65
1990,74.45
1990,72.7
1990,73.3
1990,75.95
1990,75.2
1990,75.55
1990,72.3
1990,74.05
1990,70.55
1990,74.1
1990,72.85
1990,73.2
1990,72.95
1990,73.9
1990,71.9
1990,73.25
1990,74.2
1990,70.55
1990,72.75
1990,75.7
1990,76.25
1990,71.2
1990,71.95
1990,72.4
1990,74.3
1990,75.85
1990,73.05
1990,72.3
1990,72.95
1990,71.25
1990,74.9
1990,76.8
1990,75.05
1990,71.1
1990,74.45
1990,74.2
1990,75.25
1990,73.65
1990,75.2
1990,72.1
1990,74.3
1990,70.95
1990,74.4
1990,76.1
1990,72.85
1990,73.25
1990,73.85
1990,73.3
1990,73.3
1990,72.7
1990,75.25
1990,75.1
1990,71.15
1990,70.9
1990,73.85
1990,74.45
1990,74.05
1990,72.2
1990,71.0
1990,74.75
1990,75.05
1990,74.7
1990,73.9
1990,76.8
1990,72.4
1990,74.15
1990,70.55
1990,75.7
1990,71.85
1990,72.4
1990,76.95
1990,72.25
1990,74.7
1990,71.65
1990,74.8
1990,76.55
1990,76.95
1990,77.35
1990,76.8
1990,76.85
1990,77.05
1990,75.9
1990,77.35
1990,76.75
1990,77.6
1990,77.45
1990,76.55
1990,76.85
1990,76.75
1990,77.05
1990,76.15
1990,75.45
1990,76.15
1990,77.05
1990,77.1
1990,77.35
1990,76.15
1990,77.35
1990,77.6
1990,76.85
1990,77.6
1990,75.9
1990,77.6
1990,77.05
1990,76.7
1990,76.7
1990,75.45
1990,76.95
1990,76.15
1990,77.6
1990,75.9
1990,76.85
1990,76.55
1990,76.8
1990,75.9
1990,77.2
1990,75.9
1990,76.85
1990,76.85
1990,75.45
1990,77.35
1990,77.35
1990,76.15
1990,77.6
1990,76.55
1990,77.1
1990,75.9
1990,76.95
1990,76.85
1990,76.75
1990,74.9
1990,73.9
1990,75.3
1990,76.0
1990,74.5
1990,74.8
1990,76.2
1990,74.65
1990,74.55
1990,75.4
1990,76.1
1990,75.8
1990,74.4
1990,75.0
1990,74.65
1990,74.7
1990,74.6
1990,74.9
1990,73.85
1990,75.9
1990,75.55
1990,76.35
1990,75.0
1990,75.7
1990,73.5
1990,74.35
1990,76.65
1990,73.95
1990,77.5
1990,75.9
1990,74.3
1990,74.75
1990,76.3
1990,75.15
1990,74.0
1990,76.25
1990,74.75
1990,74.55
1990,75.75
1990,74.8
1990,73.25
1990,74.0
1990,75.35
1990,76.05
1990,73.55
1990,75.45
1990,75.0
1990,75.05
1990,74.3
1990,74.3
1990,74.3
1990,73.85
1990,76.65
1990,73.45
1990,76.75
1990,75.9
1990,76.0
1990,74.75
1990,74.5
1990,75.4
1990,74.35
1990,76.0
1990,75.5
1990,75.3
1990,74.35
1990,74.5
1990,74.0
1990,76.05
1990,75.55
1990,76.3
1990,75.2
1990,74.4
1990,75.65
1990,73.3
1990,75.8
1990,75.8
1990,75.45
1990,75.4
1990,75.1
1990,75.15
1990,74.7
1990,76.55
1990,73.45
1990,75.65
1990,75.55
1990,76.05
1990,76.15
1990,76.25
1990,75.75
1990,74.75
1990,72.1
1990,76.85
1990,74.2
1990,76.0
1990,73.85
1990,75.25
1990,74.65
1990,74.0
1990,76.45
1990,73.5
1990,75.25
1990,74.2
1990,76.0
1990,76.5
1990,74.2
1990,74.85
1990,74.55
1990,74.3
1990,74.75
1990,74.7
1990,75.15
1990,74.7
1990,76.0
1990,75.45
1990,73.45
1990,75.85
1990,75.75
1990,74.5
1990,73.85
1990,76.0
1990,74.15
1990,74.0
1990,75.4
1990,74.55
1990,74.2
1990,74.95
1990,75.25
1990,74.5
1990,74.15
1990,73.3
1990,75.45
1990,75.05
1990,75.1
1990,76.85
1990,75.1
1990,74.4
1990,75.1
1990,71.85
1990,74.75
1990,73.45
1990,73.1
1990,75.75
1990,74.3
1990,74.0
1990,74.15
1990,73.35
1990,76.8
1990,73.6
1990,75.6
1990,76.2
1990,74.2
1990,74.5
1990,74.0
1990,71.85
1990,74.7
1990,75.75
1990,73.25
1990,73.15
1990,76.05
1990,76.0
1990,74.55
1990,74.8
1990,76.3
1990,76.35
1990,74.0
1990,76.85
1990,75.25
1990,76.0
1990,76.4
1990,77.9
1990,76.95
1990,75.25
1990,75.45
1990,74.4
1990,75.25
1990,76.7
1990,76.05
1990,75.3
1990,76.15
1990,75.35
1990,75.35
1990,76.2
1990,76.45
1990,75.5
1990,75.45
1990,74.95
1990,74.95
1990,76.6
1990,75.5
1990,76.1
1990,75.7
1990,76.25
1990,75.1
1990,74.6
1990,77.35
1990,76.15
1990,75.75
1990,75.1
1990,76.35
1990,76.4
1990,76.15
1990,77.7
1990,75.1
1990,76.85
1990,74.9
1990,76.35
1990,74.85
1990,75.05
1990,75.25
1990,75.8
1990,76.25
1990,74.6
1990,75.7
1990,76.25
1990,75.45
1990,75.65
1990,75.3
1990,75.1
1990,76.7
1990,77.05
1990,75.5
1990,74.95
1990,74.95
1990,75.35
1990,75.3
1990,76.85
1990,74.75
1990,75.4
1990,75.15
1990,75.0
1990,73.85
1990,75.15
1990,76.3
1990,75.05
1990,74.65
1990,75.0
1990,75.6
1990,75.35
1990,74.75
1990,75.1
1990,77.15
1990,75.3
1990,76.1
1990,76.6
1990,74.85
1990,75.85
1990,74.85
1990,75.25
1990,75.35
1990,75.2
1990,77.55
1990,74.65
1990,76.75
1990,74.8
1990,74.9
1990,70.15
1990,75.35
1990,75.3
1990,74.45
1990,75.55
1990,75.95
1990,75.5
1990,75.3
1990,75.55
1990,76.4
1990,74.7
1990,75.3
1990,75.25
1990,75.1
1990,76.0
1990,75.5
1990,76.5
1990,75.95
1990,76.9
1990,76.1
1990,76.75
1990,75.6
1990,76.85
1990,73.05
1990,73.1
1990,72.6
1990,70.0
1990,74.4
1990,70.0
1990,71.7
1990,75.55
1990,73.55
1990,72.4
1990,72.95
1990,73.15
1990,71.2
1990,71.5
1990,70.4
1990,71.15
1990,70.0
1990,69.15
1990,73.95
1990,71.5
1990,70.2
1990,70.85
1990,72.2
1990,74.65
1990,73.05
1990,70.85
1990,74.35
1990,71.2
1990,73.45
1990,73.3
1990,72.35
1990,70.9
1990,74.55
1990,69.85
1990,69.65
1990,73.1
1990,73.2
1990,74.35
1990,70.3
1990,75.4
1990,72.7
1990,72.6
1990,73.25
1990,72.05
1990,72.2
1990,69.9
1990,73.4
1990,76.25
1990,76.9
1990,76.75
1990,70.75
1990,76.55
1990,77.9
1990,77.2
1990,76.5
1990,76.75
1990,76.45
1990,76.3
1990,76.55
1990,76.75
1990,76.45
1990,77.25
1990,73.75
1990,69.0
1990,77.1
1990,75.9
1990,77.25
1990,73.75
1990,76.9
1990,76.3
1990,69.0
1990,77.2
1990,77.25
1990,76.5
1990,76.25
1990,76.75
1990,76.75
1990,77.1
1990,76.45
1990,76.85
1990,76.9
1990,77.2
1990,70.75
1990,76.75
1990,76.25
1990,76.75
1990,77.25
1990,76.4
1990,77.6
1990,76.85
1990,75.9
1990,77.1
1990,76.3
1990,76.45
1990,70.75
1990,77.1
1990,77.2
1990,77.25
1990,76.25
1990,76.45
1990,73.75
1990,75.9
1990,76.75
1990,69.0
1990,75.9
1990,76.25
1990,76.25
1990,70.75
1990,76.5
1990,76.75
1990,76.45
1990,76.3
1990,76.75
1990,73.75
1990,73.8
1990,75.6
1990,73.85
1990,73.5
1990,73.8
1990,75.85
1990,74.4
1990,73.3
1990,73.7
1990,72.9
1990,74.3
1990,73.5
1990,74.6
1990,73.05
1990,74.0
1990,72.15
1990,74.55
1990,73.7
1990,75.05
1990,73.6
1990,73.8
1990,73.7
1990,73.15
1990,72.8
1990,72.8
1990,72.15
1990,74.6
1990,73.1
1990,73.8
1990,72.9
1990,73.6
1990,73.15
1990,73.3
1990,74.05
1990,72.9
1990,72.45
1990,73.95
1990,73.75
1990,71.6
1990,73.7
1990,73.55
1990,73.65
1990,74.25
1990,73.85
1990,73.8
1990,74.7
1990,74.1
1990,74.5
1990,73.85
1990,71.15
1990,74.9
1990,73.95
1990,74.4
1990,74.45
1990,73.15
1990,73.3
1990,72.75
1990,73.45
1990,73.85
1990,74.95
1990,73.6
1990,74.0
1990,74.35
1990,74.7
1990,74.4
1990,74.0
1990,73.85
1990,74.0
1990,73.8
1990,74.0
1990,73.0
1990,74.75
1990,74.0
1990,74.85
1990,73.65
1990,75.05
1990,72.35
1990,73.8
1990,75.05
1990,72.25
1990,73.8
1990,74.25
1990,74.8
1990,75.5
1990,72.55
1990,73.15
1990,74.75
1990,73.05
1990,74.35
1990,74.0
1990,74.9
1990,73.95
1990,74.45
1990,74.35
1990,76.95
1990,74.85
1990,74.8
1990,74.6
1990,75.4
1990,73.95
1990,76.1
1990,75.5
1990,75.25
1990,75.3
1990,75.0
1990,75.65
1990,76.3
1990,75.15
1990,74.75
1990,74.95
1990,74.7
1990,75.2
1990,76.3
1990,73.8
1990,75.15
1990,74.15
1990,75.05
1990,76.1
1990,76.0
1990,75.25
1990,74.55
1990,74.4
1990,73.7
1990,75.85
1990,75.4
1990,74.8
1990,75.15
1990,76.5
1990,73.25
1990,75.25
1990,74.05
1990,74.8
1990,73.1
1990,73.95
1990,74.3
1990,74.55
1990,75.65
1990,74.95
1990,75.15
1990,77.3
1990,74.95
1990,74.3
1990,77.0
1990,74.65
1990,74.75
1990,75.5
1990,75.3
1990,74.65
1990,74.3
1990,74.3
1990,74.85
1990,76.35
1990,74.9
1990,74.05
1990,75.65
1990,74.65
1990,75.1
1990,76.4
1990,74.65
1990,74.65
1990,74.45
1990,75.25
1990,74.55
1990,74.65
1990,74.2
1990,75.55
1990,76.35
1990,74.4
1990,75.4
1990,72.65
1990,73.9
1990,75.8
1990,74.75
1990,75.5
1990,74.65
1990,76.7
1990,75.1
1990,74.4
1990,74.65
1990,75.4
1990,73.25
1990,75.0
1990,76.6
1990,76.0
1990,75.5
1990,74.05
1990,74.95
1990,74.25
1990,73.4
1990,73.3
1990,76.2
1990,75.5
1990,74.3
1990,75.15
1990,75.25
1990,74.3
1990,74.05
1990,73.65
1990,73.45
1990,74.9
1990,74.75
1990,77.0
1990,75.0
1990,74.95
1990,77.55
1990,74.1
1990,74.85
1990,76.1
1990,74.75
1990,73.1
1990,73.8
1990,76.35
1990,74.0
1990,75.0
1990,75.45
1990,75.5
1990,75.0
1990,72.9
1990,76.35
1990,73.7
1990,74.55
1990,74.9
1990,74.75
1990,74.75
1990,74.05
1990,73.05
1990,76.65
1990,75.3
1990,74.75
1990,76.65
1990,75.7
1990,74.65
1990,76.2
1990,75.05
1990,74.75
1990,74.65
1990,74.1
1990,74.85
1990,74.85
1990,76.0
1990,75.6
1990,73.45
1990,71.8
1990,73.3
1990,75.0
1990,75.3
1990,76.3
1990,74.2
1990,75.2
1990,74.85
1990,73.65
1990,74.05
1990,73.8
1990,76.6
1990,74.75
1990,76.2
1990,74.75
1990,74.35
1990,74.65
1990,75.8
1990,76.6
1990,76.0
1990,75.35
1990,75.15
1990,74.3
1990,74.55
1990,74.65
1990,74.9
1990,73.25
1990,74.65
1990,74.15
1990,73.55
1990,73.85
1990,74.3
1990,74.95
1990,75.25
1990,74.65
1990,73.5
1990,73.65
1990,74.05
1990,75.3
1990,74.8
1990,75.45
1990,73.65
1990,72.1
1990,76.0
1990,74.75
1990,77.05
1990,76.0
1990,75.55
1990,73.85
1990,75.45
1990,75.5
1990,75.0
1990,73.65
1990,76.15
1990,74.95
1990,73.95
1990,74.0
1990,74.0
1990,74.5
1990,74.5
1990,76.6
1990,74.75
1990,75.0
1990,73.65
1990,71.75
1990,74.9
1990,75.4
1990,75.4
1990,76.15
1990,73.65
1990,74.95
1990,74.75
1990,75.7
1990,75.25
1990,74.75
1990,75.1
1990,76.0
1990,75.65
1990,74.75
1990,73.85
1990,75.45
1990,76.45
1990,74.5
1990,74.2
1990,74.6
1990,74.3
1990,75.55
1990,75.7
1990,74.3
1990,75.05
1990,75.95
1990,74.85
1990,74.3
1990,75.0
1990,75.9
1990,74.3
1990,74.95
1990,73.85
1990,74.65
1990,75.3
1990,76.95
1990,75.8
1990,74.2
1990,75.3
1990,74.75
1990,75.4
1990,74.3
1990,76.15
1990,74.45
1990,77.4
1990,77.15
1990,77.25
1990,78.7
1990,76.55
1990,75.9
1990,78.6
1990,75.9
1990,75.8
1990,77.15
1990,75.8
1990,77.45
1990,76.65
1990,76.15
1990,77.15
1990,78.7
1990,77.15
1990,78.7
1990,77.05
1990,76.15
1990,76.65
1990,77.0
1990,77.15
1990,75.65
1990,76.15
1990,78.35
1990,76.3
1990,78.1
1990,77.0
1990,76.6
1990,75.75
1990,76.15
1990,75.55
1990,76.3
1990,76.2
1990,74.65
1990,74.75
1990,74.75
1990,75.75
1990,76.4
1990,74.65
1990,75.45
1990,75.95
1990,75.95
1990,75.95
1990,74.7
1990,72.25
1990,77.05
1990,74.4
1990,73.8
1990,73.3
1990,74.35
1990,73.6
1990,76.9
1990,75.8
1990,75.8
1990,75.5
1990,75.5
1990,74.15
1990,75.7
1990,72.9
1990,70.75
1990,71.8
1990,72.7
1990,74.5
1990,75.3
1990,72.45
1990,75.65
1990,73.0
1990,72.5
1990,72.55
1990,73.6
1990,76.35
1990,74.3
1990,74.95
1990,73.8
1990,73.8
1990,73.85
1990,73.3
1990,72.65
1990,73.1
1990,73.05
1990,70.75
1990,73.25
1990,78.95
1990,74.35
1990,76.9
1990,74.6
1990,75.55
1990,74.45
1990,75.3
1990,72.35
1990,75.3
1990,72.35
1990,74.45
1990,74.15
1990,75.4
1990,74.05
1990,74.45
1990,74.75
1990,70.75
1990,72.85
1990,73.7
1990,75.0
1990,74.75
1990,75.5
1990,74.1
1990,75.8
1990,72.0
1990,72.35
1990,76.05
1990,73.15
1990,73.4
1990,73.15
1990,73.3
1990,73.5
1990,74.5
1990,75.95
1990,73.3
1990,72.5
1990,73.3
1990,74.75
1990,73.55
1990,73.55
1990,74.1
1990,75.4
1990,72.0
1990,73.25
1990,75.55
1990,73.6
1990,76.05
1990,73.15
1990,71.15
1990,72.25
1990,73.5
1990,72.8
1990,71.95
1990,75.0
1990,75.4
1990,75.55
1990,69.2
1990,73.45
1990,76.0
1990,71.55
1990,74.15
1990,72.75
1990,74.65
1990,75.3
1990,74.45
1990,75.05
1990,75.4
1990,73.3
1990,69.45
1990,77.0
1990,71.75
1990,74.5
1990,76.8
1990,73.4
1990,74.55
1990,74.1
1990,75.25
1990,72.9
1990,73.0
1990,75.45
1990,75.75
1990,74.1
1990,71.45
1990,73.0
1990,70.75
1990,73.55
1990,75.95
1990,74.3
1990,75.0
1990,74.15
1990,73.5
1990,76.05
1990,72.5
1990,72.8
1990,73.75
1990,76.0
1990,76.45
1990,74.95
1990,75.75
1990,76.7
1990,76.25
1990,76.2
1990,76.4
1990,77.9
1990,75.65
1990,77.05
1990,76.3
1990,74.85
1990,77.9
1990,75.8
1990,73.75
1990,77.3
1990,77.1
1990,76.9
1990,76.5
1990,76.5
1990,75.9
1990,75.2
1990,76.3
1990,76.4
1990,75.0
1990,75.5
1990,75.55
1990,75.4
1990,77.05
1990,76.15
1990,75.9
1990,77.05
1990,76.35
1990,75.55
1990,77.1
1990,75.5
1990,76.55
1990,77.6
1990,77.9
1990,75.1
1990,73.8
1990,74.2
1990,73.25
1990,73.15
1990,73.25
1990,74.45
1990,73.65
1990,74.7
1990,73.25
1990,75.2
1990,72.35
1990,74.7
1990,74.45
1990,73.45
1990,74.15
1990,74.5
1990,74.45
1990,74.0
1990,74.95
1990,73.75
1990,73.9
1990,73.75
1990,72.7
1990,72.05
1990,73.95
1990,74.85
1990,73.25
1990,69.45
1990,73.2
1990,73.9
1990,70.85
1990,75.55
1990,74.2
1990,74.95
1990,74.5
1990,74.2
1990,74.75
1990,74.7
1990,74.75
1990,74.2
1990,75.6
1990,72.95
1990,74.4
1990,74.7
1990,74.4
1990,74.2
1990,74.0
1990,74.2
1990,75.2
1990,74.95
1990,74.5
1990,73.75
1990,74.4
1990,74.4
1990,74.75
1990,72.7
1990,76.4
1990,75.55
1990,75.35
1990,76.35
1990,76.05
1990,77.45
1990,76.5
1990,76.45
1990,77.4
1990,76.8
1990,76.85
1990,76.6
1990,76.25
1990,77.9
1990,76.35
1990,76.8
1990,75.05
1990,77.45
1990,76.85
1990,75.05
1990,77.1
1990,75.05
1990,76.7
1990,76.55
1990,76.6
1990,76.05
1990,76.1
1990,75.55
1990,77.0
1990,75.7
1990,75.7
1990,76.8
1990,76.85
1990,76.3
1990,75.3
1990,75.8
1990,77.05
1990,77.55
1990,75.65
1990,76.25
1990,75.3
1990,74.65
1990,75.65
1990,76.7
1990,75.7
1990,77.45
1990,78.0
1990,76.5
1990,76.8
1990,76.95
1990,77.25
1990,76.1
1990,76.05
1990,76.35
1990,75.55
1990,76.2
1990,76.75
1990,75.8
1990,76.4
1990,77.35
1990,76.9
1990,76.9
1990,76.45
1990,76.5
1990,75.7
1990,76.45
1990,75.45
1990,77.35
1990,78.2
1990,75.25
1990,76.6
1990,77.25
1990,77.3
1990,75.75
1990,76.8
1990,76.35
1990,75.7
1990,75.05
1990,75.6
1990,75.7
1990,73.55
1990,76.25
1990,76.85
1990,75.7
1990,75.8
1990,76.0
1990,75.5
1990,76.25
1990,76.85
1990,75.6
1990,75.7
1990,76.0
1990,76.1
1990,76.2
1990,76.2
1990,76.35
1990,75.7
1995,73.55
1995,73.3
1995,75.85
